name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,gender
James Te Huna,16.0,9.0,187.96,83.91,190.5,Orthodox,42.0,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,MALE
Mark Eddiva,6.0,3.0,172.72,65.77,172.72,Orthodox,38.0,3.37,0.45,2.98,0.54,1.45,0.22,0.63,0.0,MALE
Rin Nakai,19.0,2.0,154.94,61.23,,Orthodox,37.0,1.57,0.33,3.9,0.6,3.0,0.18,0.75,0.5,FEMALE
Viscardi Andrade,19.0,6.0,180.34,77.11,190.5,Orthodox,40.0,3.26,0.42,2.77,0.63,1.93,0.5,0.66,0.3,MALE
Tom Lawlor,10.0,6.0,182.88,92.99,187.96,Southpaw,40.0,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4,MALE
Marcelo Guimaraes,9.0,2.0,182.88,83.91,185.42,Orthodox,40.0,4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0,MALE
Justin Salas,12.0,7.0,172.72,70.31,177.8,Southpaw,42.0,3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0,MALE
Mike Wilkinson,9.0,4.0,170.18,65.77,167.64,Orthodox,36.0,2.35,0.38,3.7,0.35,0.92,0.14,0.55,0.9,MALE
Chris Dempsey,11.0,5.0,177.8,83.91,182.88,Orthodox,36.0,2.25,0.32,2.82,0.65,2.64,0.23,0.16,0.0,MALE
Yaotzin Meza,21.0,11.0,175.26,65.77,180.34,Orthodox,43.0,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4,MALE
Norman Parke,23.0,6.0,180.34,70.31,177.8,Southpaw,37.0,3.06,0.35,2.88,0.64,1.98,0.26,0.77,0.0,MALE
Martin Svensson,15.0,6.0,185.42,70.31,,,38.0,2.02,0.38,5.91,0.38,0.0,0.0,0.0,0.0,MALE
Joe Riggs,44.0,17.0,182.88,83.91,177.8,Southpaw,41.0,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,MALE
Daniel Sarafian,10.0,6.0,175.26,83.91,185.42,Orthodox,41.0,2.23,0.46,3.1,0.58,0.36,0.07,0.53,0.7,MALE
Jonavin Webb,9.0,2.0,177.8,77.11,,Orthodox,34.0,1.47,0.3,2.27,0.64,2.5,0.31,0.4,1.0,MALE
Jared Rosholt,14.0,4.0,187.96,120.2,190.5,Orthodox,37.0,2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1,MALE
KJ Noons,13.0,9.0,177.8,70.31,177.8,Orthodox,41.0,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0,MALE
Noad Lahat,11.0,2.0,175.26,65.77,175.26,Orthodox,39.0,2.79,0.46,1.47,0.63,2.37,0.26,0.16,2.4,MALE
Masio Fullen,11.0,7.0,177.8,65.77,177.8,Orthodox,37.0,2.46,0.32,3.5,0.54,0.47,0.33,0.69,0.0,MALE
Matt Dwyer,9.0,4.0,193.04,77.11,193.04,Orthodox,34.0,2.57,0.34,3.24,0.54,0.44,0.1,0.6,0.0,MALE
Felipe Olivieri,14.0,5.0,175.26,70.31,,Orthodox,38.0,6.68,0.58,4.6,0.57,0.0,0.0,0.71,0.0,MALE
Matt Mitrione,12.0,5.0,190.5,120.2,208.28,Switch,45.0,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,MALE
Daron Cruickshank,18.0,10.0,172.72,70.31,182.88,Switch,38.0,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,MALE
Diego Brandao,22.0,11.0,170.18,65.77,162.56,Orthodox,36.0,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6,MALE
Tony Sims,12.0,4.0,180.34,70.31,177.8,Southpaw,38.0,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7,MALE
Masanori Kanehara,26.0,12.0,170.18,61.23,170.18,Orthodox,41.0,1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9,MALE
Sheldon Westcott,10.0,3.0,185.42,77.11,180.34,Southpaw,39.0,2.26,0.4,3.73,0.37,3.23,0.37,0.14,0.0,MALE
Edgar Garcia,14.0,5.0,177.8,77.11,180.34,Orthodox,40.0,3.16,0.29,4.23,0.6,2.21,0.57,0.5,0.6,MALE
Sarah Kaufman,18.0,4.0,165.1,61.23,167.64,Orthodox,38.0,6.65,0.46,4.0,0.62,0.38,0.57,0.81,0.0,FEMALE
Danny Castillo,17.0,10.0,175.26,70.31,180.34,Orthodox,44.0,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,MALE
Hayder Hassan,6.0,3.0,177.8,77.11,,,41.0,2.11,0.46,3.16,0.48,0.0,0.0,0.25,0.0,MALE
Marcio Alexandre Junior,17.0,4.0,182.88,83.91,190.5,Southpaw,34.0,1.61,0.45,2.89,0.42,0.35,0.2,0.66,0.7,MALE
Marcin Wrzosek,12.0,4.0,175.26,70.31,,,36.0,3.47,0.43,4.07,0.43,3.0,0.25,0.33,0.0,MALE
Konstantin Erokhin,9.0,3.0,180.34,104.33,,Orthodox,41.0,1.07,0.36,1.83,0.47,0.0,0.0,0.7,0.0,MALE
Mike Pierce,17.0,7.0,172.72,77.11,180.34,Orthodox,43.0,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,MALE
Abner Lloveras,20.0,9.0,180.34,70.31,,,41.0,6.27,0.49,6.87,0.43,2.0,0.2,0.0,0.0,MALE
John Howard,24.0,13.0,170.18,77.11,182.88,Orthodox,41.0,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4,MALE
Andreas Stahl,10.0,4.0,180.34,77.11,,Orthodox,35.0,2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0,MALE
Benson Henderson,24.0,7.0,175.26,77.11,177.8,Southpaw,40.0,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,MALE
Yoshihiro Akiyama,14.0,6.0,177.8,77.11,190.5,Orthodox,48.0,3.1,0.41,3.62,0.57,2.29,0.67,0.92,1.0,MALE
Dongi Yang,13.0,3.0,177.8,83.91,185.42,Southpaw,39.0,3.55,0.51,3.21,0.63,1.7,0.41,0.61,0.5,MALE
Yui Chul Nam,18.0,8.0,175.26,65.77,,Orthodox,42.0,3.53,0.51,2.0,0.48,1.33,0.16,0.57,0.3,MALE
Leo Kuntz,18.0,4.0,177.8,70.31,,Orthodox,40.0,1.68,0.32,3.8,0.45,1.99,0.25,0.33,0.7,MALE
Scott Jorgensen,15.0,12.0,165.1,61.23,167.64,Orthodox,41.0,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,MALE
Valmir Lazaro,15.0,5.0,182.88,70.31,185.42,Orthodox,38.0,4.87,0.37,4.09,0.61,1.33,0.4,0.96,0.0,MALE
Akbarh Arreola,23.0,11.0,177.8,70.31,180.34,Southpaw,41.0,2.32,0.45,4.01,0.56,1.07,1.0,0.33,0.4,MALE
Anthony Perosh,15.0,10.0,190.5,92.99,190.5,Orthodox,51.0,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,MALE
Danny Martinez,21.0,8.0,167.64,56.7,170.18,Orthodox,38.0,2.73,0.28,3.77,0.63,3.0,0.45,0.36,0.0,MALE
Steve Montgomery,9.0,5.0,193.04,83.91,,Southpaw,33.0,4.85,0.39,4.12,0.47,0.0,0.0,0.64,0.0,MALE
Steve Kennedy,24.0,8.0,180.34,77.11,,Orthodox,41.0,2.28,0.35,5.52,0.45,2.51,0.33,0.0,0.0,MALE
Piotr Hallmann,18.0,6.0,175.26,70.31,180.34,Orthodox,36.0,3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4,MALE
Fabio Maldonado,23.0,11.0,185.42,92.99,190.5,Orthodox,44.0,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,MALE
Gasan Umalatov,17.0,4.0,180.34,77.11,180.34,Orthodox,41.0,2.23,0.39,4.1,0.59,0.75,0.17,0.9,0.0,MALE
Jon Delos Reyes,8.0,5.0,167.64,56.7,170.18,Orthodox,36.0,2.99,0.38,4.14,0.51,3.2,0.83,0.55,1.9,MALE
Mickael Lebout,16.0,7.0,180.34,70.31,185.42,Orthodox,36.0,2.6,0.34,2.98,0.54,0.0,0.0,0.6,0.0,MALE
Aisling Daly,16.0,6.0,157.48,52.16,162.56,Orthodox,36.0,2.92,0.52,1.4,0.55,2.15,0.41,0.33,0.9,FEMALE
Ericka Almeida,7.0,3.0,167.64,52.16,,Orthodox,35.0,1.07,0.39,3.33,0.43,0.5,0.33,0.37,0.0,FEMALE
Cathal Pendred,17.0,4.0,185.42,77.11,190.5,Orthodox,36.0,2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4,MALE
Bubba Bush,8.0,3.0,182.88,83.91,,Orthodox,38.0,0.63,0.55,7.01,0.25,2.82,0.5,0.6,0.0,MALE
Shawn Jordan,19.0,8.0,182.88,117.93,190.5,Southpaw,39.0,2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1,MALE
Ruslan Magomedov,14.0,1.0,190.5,109.77,198.12,Orthodox,37.0,4.02,0.47,1.47,0.66,0.33,1.0,0.88,0.0,MALE
Francisco Trevino,13.0,3.0,175.26,70.31,177.8,Orthodox,42.0,2.65,0.42,2.42,0.64,0.97,0.22,0.41,0.0,MALE
Chris Cariaso,17.0,8.0,160.02,56.7,162.56,Southpaw,42.0,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,MALE
Chico Camus,17.0,7.0,167.64,56.7,167.64,Orthodox,39.0,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4,MALE
George Roop,15.0,13.0,185.42,61.23,182.88,Orthodox,42.0,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,MALE
Katsunori Kikuno,24.0,8.0,172.72,65.77,167.64,Orthodox,42.0,2.64,0.4,2.47,0.61,1.88,0.75,0.76,0.8,MALE
Naoyuki Kotani,34.0,14.0,172.72,70.31,167.64,Southpaw,42.0,1.02,0.31,2.89,0.5,0.83,0.16,0.46,0.8,MALE
Roger Zapata,4.0,2.0,180.34,77.11,,Southpaw,37.0,2.6,0.51,2.13,0.36,0.0,0.0,0.81,1.4,MALE
Clay Collard,14.0,7.0,180.34,65.77,185.42,Orthodox,31.0,4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5,MALE
Ron Stallings,14.0,8.0,187.96,77.11,190.5,Southpaw,41.0,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0,MALE
Nazareno Malegarie,28.0,4.0,172.72,70.31,,,37.0,3.87,0.34,3.27,0.69,1.0,0.33,0.0,0.0,MALE
Sam Stout,20.0,12.0,175.26,70.31,177.8,Orthodox,39.0,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,MALE
Yves Jabouin,20.0,11.0,170.18,61.23,172.72,Orthodox,44.0,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1,MALE
Elias Silverio,13.0,3.0,180.34,70.31,185.42,Orthodox,37.0,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2,MALE
Tom Watson,17.0,9.0,185.42,83.91,185.42,Orthodox,41.0,4.01,0.44,4.41,0.5,0.15,0.07,0.43,0.0,MALE
Sirwan Kakai,12.0,5.0,165.1,61.23,,Orthodox,34.0,3.57,0.41,4.63,0.62,4.0,0.42,0.83,0.0,MALE
Roman Salazar,10.0,6.0,170.18,61.23,,Orthodox,36.0,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0,MALE
Anthony Christodoulou,12.0,7.0,175.26,70.31,,Orthodox,36.0,2.19,0.26,5.9,0.45,0.0,0.0,0.4,0.0,MALE
Soa Palelei,22.0,5.0,193.04,120.2,205.74,Orthodox,46.0,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0.0,MALE
Hugo Viana,8.0,4.0,167.64,61.23,170.18,Orthodox,41.0,3.05,0.38,3.2,0.57,0.22,0.06,0.5,0.0,MALE
Ivan Jorge,27.0,7.0,175.26,70.31,185.42,Orthodox,43.0,3.41,0.49,2.91,0.59,1.56,0.16,0.75,0.6,MALE
Pawel Pawlak,12.0,3.0,182.88,77.11,185.42,Orthodox,35.0,1.67,0.33,2.22,0.53,1.0,0.37,0.7,0.0,MALE
Leonardo Mafra,13.0,4.0,177.8,70.31,177.8,Orthodox,34.0,4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4,MALE
Vaughan Lee,14.0,13.0,167.64,56.7,167.64,Orthodox,41.0,3.47,0.47,2.07,0.7,0.81,0.33,0.72,1.0,MALE
Hans Stringer,22.0,8.0,190.5,92.99,,Orthodox,36.0,3.16,0.61,2.84,0.41,2.4,0.36,0.62,0.0,MALE
Paul Redmond,12.0,7.0,177.8,65.77,,Orthodox,37.0,0.72,0.34,2.99,0.41,0.0,0.0,0.5,0.0,MALE
Marcus Brimage,7.0,7.0,162.56,61.23,180.34,Southpaw,38.0,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0,MALE
Todd Duffee,9.0,3.0,190.5,117.93,198.12,Orthodox,38.0,5.93,0.37,2.87,0.56,0.72,0.25,0.9,0.0,MALE
Josh Thomson,22.0,9.0,177.8,70.31,180.34,Orthodox,45.0,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3,MALE
Igor Araujo,25.0,9.0,185.42,77.11,195.58,Orthodox,43.0,1.52,0.42,2.86,0.49,0.86,0.15,0.22,0.6,MALE
Ildemar Alcantara,21.0,11.0,187.96,83.91,198.12,Orthodox,41.0,1.93,0.38,2.63,0.5,2.0,0.68,0.81,0.9,MALE
Andrew Craig,9.0,4.0,185.42,77.11,193.04,Orthodox,38.0,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0,MALE
Dan Miller,14.0,8.0,185.42,83.91,187.96,Orthodox,42.0,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8,MALE
Darrell Montague,13.0,5.0,167.64,56.7,170.18,Southpaw,36.0,1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4,MALE
Yosdenis Cedeno,10.0,6.0,172.72,70.31,175.26,Orthodox,39.0,1.64,0.29,1.6,0.67,0.0,0.0,0.31,0.3,MALE
Eddie Gordon,8.0,4.0,182.88,83.91,193.04,Orthodox,40.0,2.03,0.32,2.57,0.6,1.93,0.83,0.63,0.0,MALE
Levan Makashvili,15.0,2.0,172.72,65.77,172.72,Orthodox,35.0,2.87,0.54,2.07,0.61,3.67,0.42,0.85,0.0,MALE
Joe Merritt,7.0,2.0,182.88,77.11,,Orthodox,40.0,1.53,0.58,0.73,0.66,0.0,0.0,0.68,0.0,MALE
Lewis Gonzalez,11.0,3.0,177.8,77.11,,Orthodox,36.0,1.4,0.37,1.87,0.41,2.0,0.33,0.62,0.0,MALE
Niklas Backstrom,11.0,3.0,185.42,65.77,,Orthodox,34.0,1.12,0.41,3.65,0.4,2.92,0.8,0.72,2.2,MALE
Antonio Dos Santos,6.0,4.0,177.8,83.91,,Orthodox,35.0,5.4,0.51,3.94,0.43,0.0,0.0,1.0,0.0,MALE
Brian Ebersole,51.0,18.0,182.88,77.11,185.42,Southpaw,43.0,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1,MALE
Justin Edwards,9.0,5.0,177.8,70.31,177.8,Orthodox,41.0,2.68,0.42,3.32,0.51,2.14,0.26,0.27,1.0,MALE
Leonardo Morales,6.0,2.0,172.72,61.23,,Southpaw,31.0,2.05,0.47,2.05,0.58,0.0,0.0,0.62,0.0,MALE
Ryan Jimmo,19.0,5.0,185.42,92.99,185.42,Orthodox,42.0,3.12,0.66,2.77,0.46,0.45,0.28,0.87,0.0,MALE
Luiz Dutra,13.0,6.0,180.34,77.11,,Orthodox,41.0,3.92,0.5,4.8,0.41,0.0,0.0,1.0,0.0,MALE
Mark Munoz,14.0,6.0,182.88,83.91,180.34,Orthodox,46.0,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,MALE
Luke Barnatt,13.0,4.0,198.12,83.91,195.58,Orthodox,35.0,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4,MALE
Zhang Lipeng,23.0,9.0,180.34,70.31,180.34,Southpaw,34.0,1.28,0.48,1.88,0.53,1.75,0.3,0.69,0.8,MALE
Royston Wee,4.0,1.0,170.18,61.23,170.18,Orthodox,37.0,1.1,0.6,2.45,0.49,3.38,0.81,0.0,0.0,MALE
Hatsu Hioki,29.0,10.0,180.34,65.77,185.42,Orthodox,40.0,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,MALE
Lisa Ellis,15.0,11.0,162.56,52.16,,,41.0,1.68,0.48,2.32,0.57,4.19,0.63,0.5,0.6,FEMALE
Vik Grujic,6.0,6.0,180.34,77.11,185.42,Orthodox,47.0,2.24,0.48,3.39,0.41,1.18,0.33,0.26,0.4,MALE
Alptekin Ozkilic,9.0,5.0,165.1,56.7,165.1,Orthodox,38.0,3.81,0.32,5.72,0.59,4.21,0.58,0.75,0.0,MALE
David Michaud,11.0,3.0,175.26,70.31,,Orthodox,35.0,3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7,MALE
Chris Clements,12.0,6.0,177.8,77.11,177.8,Orthodox,48.0,3.2,0.49,2.37,0.44,0.0,0.0,0.32,0.3,MALE
Jessica Rakoczy,1.0,5.0,170.18,52.16,,Orthodox,46.0,2.5,0.44,3.55,0.64,0.75,0.2,0.0,0.8,FEMALE
Jimy Hettes,11.0,3.0,175.26,65.77,180.34,Southpaw,36.0,3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4,MALE
Seth Baczynski,20.0,14.0,190.5,77.11,190.5,Orthodox,42.0,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,MALE
Marcin Bandel,15.0,7.0,177.8,70.31,,Orthodox,34.0,0.79,0.5,5.26,0.23,0.0,0.0,0.0,0.0,MALE
Rocky Lee,3.0,2.0,175.26,65.77,,Orthodox,36.0,2.47,0.51,5.33,0.44,1.0,0.1,0.33,0.0,MALE
Robert Peralta,18.0,8.0,172.72,65.77,180.34,Orthodox,38.0,3.76,0.44,2.97,0.53,0.59,0.66,0.65,0.0,MALE
Justin Jones,9.0,2.0,180.34,83.91,,Orthodox,36.0,1.7,0.36,3.17,0.45,1.0,0.15,0.46,0.5,MALE
Josh Koscheck,17.0,11.0,177.8,77.11,185.42,Orthodox,46.0,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,MALE
Shayna Baszler,15.0,11.0,170.18,61.23,,Orthodox,43.0,2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3,FEMALE
Cain Carrizosa,10.0,3.0,172.72,70.31,,Orthodox,37.0,2.72,0.42,5.8,0.51,0.0,0.0,0.14,0.0,MALE
Jorge de Oliveira,9.0,2.0,172.72,70.31,,Orthodox,44.0,1.26,0.31,4.84,0.48,0.0,0.0,0.22,0.0,MALE
Roger Narvaez,8.0,3.0,190.5,83.91,,Southpaw,40.0,2.12,0.37,3.32,0.64,0.0,0.0,0.5,0.9,MALE
Josh Copeland,12.0,4.0,185.42,120.2,,Orthodox,41.0,1.03,0.31,3.01,0.55,0.0,0.0,0.57,0.0,MALE
Jake Lindsey,12.0,7.0,180.34,70.31,,Switch,37.0,3.44,0.52,4.01,0.46,0.65,0.33,0.5,0.0,MALE
Larissa Pacheco,10.0,2.0,170.18,61.23,,Orthodox,29.0,1.21,0.19,4.14,0.55,0.0,0.0,0.0,0.0,FEMALE
Ruan Potts,11.0,6.0,187.96,112.04,190.5,Orthodox,46.0,0.85,0.37,5.92,0.22,0.75,0.16,0.33,2.3,MALE
Alex Torres,5.0,4.0,177.8,65.77,,Orthodox,35.0,2.47,0.37,2.73,0.69,2.0,0.22,0.5,0.0,MALE
Josh Shockley,11.0,4.0,185.42,70.31,,Orthodox,34.0,1.4,0.33,1.75,0.6,0.0,0.0,0.61,0.8,MALE
Patrick Walsh,10.0,3.0,180.34,83.91,,,35.0,2.03,0.19,2.83,0.64,3.0,0.54,1.0,1.5,MALE
Rodrigo de Lima,8.0,3.0,170.18,70.31,,Orthodox,33.0,1.29,0.33,5.5,0.32,2.66,0.36,0.0,1.3,MALE
Ian McCall,13.0,5.0,165.1,56.7,162.56,Orthodox,39.0,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0.0,MALE
Richardson Moreira,7.0,4.0,187.96,83.91,,Orthodox,39.0,1.17,0.28,1.83,0.67,0.0,0.0,1.0,0.0,MALE
Andy Enz,10.0,4.0,190.5,83.91,198.12,Orthodox,32.0,3.51,0.23,5.32,0.57,0.0,0.0,0.58,0.0,MALE
Phil Davis,17.0,4.0,187.96,92.99,200.66,Orthodox,39.0,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,MALE
Akira Corassani,12.0,6.0,172.72,65.77,172.72,Orthodox,41.0,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0.0,MALE
Andy Ogle,9.0,6.0,172.72,65.77,175.26,Orthodox,35.0,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0,MALE
Stanislav Nedkov,12.0,2.0,180.34,92.99,180.34,Orthodox,42.0,3.33,0.43,5.39,0.43,2.77,0.41,0.0,0.0,MALE
Shane Howell,13.0,10.0,172.72,56.7,,Orthodox,40.0,1.27,0.32,2.55,0.42,0.0,0.0,0.2,0.0,MALE
Matt Van Buren,7.0,6.0,195.58,92.99,,,37.0,7.73,0.45,6.82,0.49,0.0,0.0,0.5,0.0,MALE
Tateki Matsuda,13.0,8.0,170.18,56.7,,Orthodox,38.0,3.2,0.34,3.43,0.69,0.0,0.0,0.16,0.0,MALE
Louis Gaudinot,8.0,4.0,160.02,56.7,160.02,Orthodox,39.0,2.34,0.37,6.42,0.48,0.57,0.4,0.31,1.1,MALE
Rodrigo Damm,13.0,9.0,170.18,70.31,180.34,Orthodox,44.0,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3,MALE
Mats Nilsson,11.0,4.0,185.42,77.11,,Orthodox,40.0,2.99,0.39,5.62,0.63,3.87,0.83,0.44,2.3,MALE
Alexis Dufresne,6.0,3.0,175.26,61.23,,Orthodox,33.0,1.33,0.27,3.33,0.6,1.5,0.5,0.5,0.0,MALE
Mike Rhodes,10.0,5.0,185.42,77.11,187.96,Orthodox,34.0,3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5,MALE
Tom Niinimaki,22.0,8.0,175.26,65.77,175.26,Orthodox,41.0,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5,MALE
Jamie Varner,21.0,11.0,172.72,70.31,180.34,Orthodox,39.0,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8,MALE
Garett Whiteley,7.0,3.0,182.88,70.31,182.88,Orthodox,43.0,3.72,0.48,4.04,0.46,0.0,0.0,0.27,0.9,MALE
Dustin Kimura,11.0,3.0,170.18,61.23,180.34,Orthodox,34.0,1.33,0.21,3.82,0.51,0.93,0.37,0.5,2.2,MALE
Brendan Schaub,10.0,5.0,193.04,111.13,198.12,Orthodox,41.0,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,MALE
Matt Hobar,9.0,3.0,177.8,61.23,177.8,Southpaw,37.0,3.23,0.42,4.27,0.52,3.66,0.44,0.5,0.0,MALE
Isaac Vallie-Flagg,16.0,7.0,172.72,70.31,177.8,Orthodox,45.0,5.56,0.47,5.6,0.45,0.2,0.12,0.58,0.0,MALE
Yves Edwards,42.0,22.0,175.26,70.31,185.42,Southpaw,47.0,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,MALE
Chris Heatherly,9.0,4.0,175.26,70.31,,Orthodox,36.0,1.08,0.45,2.67,0.52,3.39,0.5,1.0,0.7,MALE
Charlie Brenneman,19.0,8.0,177.8,70.31,177.8,Orthodox,43.0,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,MALE
Tim Gorman,9.0,4.0,165.1,61.23,,Southpaw,40.0,2.73,0.31,5.57,0.46,1.0,0.09,0.33,0.0,MALE
Wagner Silva,6.0,3.0,182.88,77.11,,Orthodox,37.0,1.69,0.29,2.87,0.65,0.0,0.0,0.58,0.0,MALE
Vagner Rocha,14.0,4.0,177.8,70.31,185.42,Orthodox,41.0,2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9,MALE
Guto Inocente,7.0,4.0,190.5,92.99,,Orthodox,37.0,4.13,0.66,2.92,0.54,0.67,0.33,0.66,0.7,MALE
Luke Zachrich,14.0,4.0,187.96,83.91,187.96,Orthodox,42.0,4.56,0.32,4.46,0.62,0.74,0.33,0.8,0.0,MALE
Fabricio Camoes,14.0,9.0,177.8,70.31,180.34,Orthodox,45.0,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5,MALE
Bruno Santos,15.0,2.0,175.26,83.91,,Orthodox,36.0,1.18,0.46,2.27,0.56,3.0,0.37,0.66,0.3,MALE
Anthony Njokuani,16.0,12.0,185.42,70.31,190.5,Orthodox,44.0,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,MALE
Tor Troeng,16.0,7.0,187.96,83.91,,Orthodox,41.0,1.16,0.46,3.26,0.32,0.62,0.07,0.66,0.3,MALE
Ernest Chavez,10.0,2.0,172.72,65.77,177.8,Orthodox,40.0,2.79,0.4,3.89,0.59,0.89,0.33,0.5,0.0,MALE
Amir Sadollah,6.0,5.0,177.8,77.11,190.5,Orthodox,43.0,4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3,MALE
Takenori Sato,19.0,11.0,177.8,77.11,,Southpaw,38.0,0.46,0.33,12.92,0.09,0.0,0.0,0.0,0.0,MALE
Kazuki Tokudome,18.0,7.0,180.34,70.31,185.42,Southpaw,37.0,2.26,0.41,3.63,0.53,2.0,0.38,0.78,0.0,MALE
Dashon Johnson,9.0,2.0,170.18,65.77,,Orthodox,36.0,1.01,0.69,3.83,0.35,0.85,0.33,0.63,0.8,MALE
Paulo Thiago,18.0,9.0,180.34,77.11,187.96,Orthodox,43.0,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2,MALE
Johnny Bedford,21.0,13.0,177.8,61.23,180.34,Orthodox,41.0,4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0,MALE
Francis Carmont,25.0,12.0,190.5,92.99,198.12,Orthodox,42.0,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,MALE
Cung Le,9.0,3.0,175.26,83.91,177.8,Southpaw,51.0,4.36,0.48,2.98,0.66,1.37,0.71,0.88,0.3,MALE
Jianping Yang,11.0,4.0,170.18,65.77,,Orthodox,35.0,1.4,0.26,2.07,0.65,1.0,0.25,0.33,0.0,MALE
Danny Mitchell,19.0,9.0,187.96,77.11,,Orthodox,37.0,2.53,0.49,2.53,0.52,0.0,0.0,1.0,3.0,MALE
Jack May,9.0,3.0,203.2,115.67,,Switch,42.0,1.52,0.38,3.29,0.33,0.91,0.33,0.2,0.0,MALE
Kyle Kingsbury,11.0,6.0,193.04,92.99,200.66,Orthodox,42.0,2.97,0.4,3.81,0.51,2.64,0.41,0.52,0.0,MALE
Hernani Perpetuo,18.0,5.0,182.88,77.11,,Orthodox,38.0,2.73,0.29,4.37,0.55,0.0,0.0,0.37,0.5,MALE
Steven Siler,29.0,16.0,180.34,65.77,177.8,Orthodox,37.0,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,MALE
Phil Harris,22.0,12.0,162.56,56.7,165.1,Orthodox,40.0,2.34,0.26,3.16,0.68,1.76,0.21,0.6,0.0,MALE
Mike King,5.0,1.0,190.5,83.91,,,40.0,4.44,0.58,1.29,0.72,1.75,0.25,0.4,3.5,MALE
Cody Donovan,8.0,5.0,190.5,92.99,187.96,Orthodox,43.0,5.61,0.59,5.44,0.45,1.67,0.28,0.0,1.7,MALE
Pat Healy,34.0,23.0,182.88,70.31,182.88,Orthodox,40.0,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1,MALE
